^PLATFORM = GPL5
!Platform_title = Dmel.testis.1.0
!Platform_geo_accession = GPL5
!Platform_status = Public on Oct 08 2000
!Platform_submission_date = Oct 03 2000
!Platform_last_update_date = Oct 28 2005
!Platform_technology = spotted DNA/cDNA
!Platform_distribution = non-commercial
!Platform_organism = Drosophila melanogaster
!Platform_taxid = 7227
!Platform_description = The array was assembled using 1,681 testes ESTs, representing 1,527 Drosophila melanogaster EST sequences and 144 anonymous clones from the bs collection (CLONE_ID).
!Platform_description = An aliquot of the same DNA preparation used in the sequencing reactions (GB_ACC), diluted 2/50 in TE, provided material for the PCRs.
!Platform_description = Inserts were PCR amplified (1X PCR buffer [Life Technologies], 1.5 mM MgCl2, 0.2 mM dNTPs, 1 µM T7 22-mer primer, 1 µM T3 20-mer primer, 2 µl of plasmid DNA dilution [approximately 10 ng], 0.035 U/µl recombinant Taq DNA polymerase [Life Technologies], in a volume of 100 µl, cycled 94C 2 min, 30X[94 C 0.5 min, 55 C 0.5 min, 2.5 min 72 C], 10 min 72 C in a PTC-225 DNA Engine Tetrad [MJ Research]), and successful amplification was confirmed by agarose gel electrophoresis (PCR-QC:  passed = product present, failed = no product).
!Platform_description = Samples of approximately 5 nl of 250 µg/ml DNA, in 0.1 N NaOH were printed in 300 µm spots in subarrays (SUB-ARRAY) of 12 x 12 clones (ROW and COLUMN indicated) at 665 µm spacing on Supercharge nytran membranes (Schleicher & Schuell) using a GMS 417 arrayer (Genetic Microsystems).
!Platform_description = Subarrays were printed in duplicate (DUPLICATE a or b).
!Platform_description = Printing was validated (SPOT_QC) by hybridization of one array with the short vector sequence common to all amplicons (pBluescript SK, 626-791 bp).
!Platform_description = SPOT_QC values are hybridization intensity.  BEST-HIT and associated E value for ESTs aligned with the nr database are given.
!Platform_description = Keywords = germline sex testis, membrane, filter
!Platform_pubmed_id = 11116097
!Platform_contributor = B,,Oliver
!Platform_contributor = J,,Andrews
!Platform_contributor = G,G,Bouffard
!Platform_contributor = C,,Cheadle
!Platform_contributor = J,,Lu
!Platform_contributor = K,G,Becker
!Platform_contact_name = Brian,,Oliver
!Platform_contact_email = briano@helix.nih.gov
!Platform_contact_phone = 301-496-5495
!Platform_contact_laboratory = Developmental Genomics
!Platform_contact_department = LCDB
!Platform_contact_institute = NIDDK, NIH
!Platform_contact_address = 50 South Drive
!Platform_contact_city = Bethesda
!Platform_contact_state = MD
!Platform_contact_zip/postal_code = 20892
!Platform_contact_country = USA
!Platform_sample_id = GSM3
!Platform_sample_id = GSM4
!Platform_sample_id = GSM5
!Platform_sample_id = GSM6
!Platform_sample_id = GSM7
!Platform_sample_id = GSM8
!Platform_sample_id = GSM9
!Platform_sample_id = GSM10
!Platform_series_id = GSE462
!Platform_data_row_count = 3456
#ID = 
#GB_ACC = GenBank accession number LINK_PRE:"http://www.ncbi.nlm.nih.gov/nuccore/?term="
#BSCC_ID = bs collection clone identifier
#CLONE_ID = Flybase identifier LINK_PRE:"http://flybase.bio.indiana.edu/.bin/fbidq.html?"
#SUB-ARRAY = sub-array number
#DUPLICATE = dupilcate number
#ROW = row number
#COLUMN = column number
#PCR_QC = PCR quality control
#SPOT_ID = spot identifier
#BEST_HIT = BLAST best hit against nr database
#E_VAL = E value of best hit
#SPOT_QC = spot quality control
!platform_table_begin
ID	GB_ACC	BSCC_ID	CLONE_ID	SUB-ARRAY	DUPLICATE	ROW	COLUMN	PCR_QC	SPOT_ID	BEST_HIT	E_VAL	SPOT_QC
1586	AI946731	bs30a12	FBgn0036704	12	a	1	2	passed				36783
1587	AI946763	bs30d08	FBgn0045132	12	a	1	3	passed				45482
1588	AI946790	bs30f12	FBgn0020611	12	a	1	4	passed		gi|2245679 (AF006655) V-ATPase C subunit [Drosophila melanogaster]	1.00E-100	39698
1589	AI946938	bs33c02	FBgn0033889	12	a	1	5	passed				42619
1590	AI946977	bs33f08	FBgn0036915	12	a	1	6	passed				27758
1591	BE662246	bs33h12	FBgn0045106	12	a	1	7	passed				33631
1592	AI947040	bs34d03	FBgn0033933	12	a	1	8	passed		gi|543860|sp|Q03168|ASPP_AEDAE LYSOSOMAL ASPARTIC PROTEASE PRECURSOR >gi|345468|pir||A45117aspartic proteinase (EC 3.4.23.-), lysosomal - yellowfever mosquito >gi|293230 (M95187) aspartic protease[Aedes aegypti]	9.00E-23	62579
1593	AI947199	bs36c03	FBgn0033706	12	a	1	9	passed		gi|4929325|gb|AAD33953.1|AF145316_1 (AF145316) vacuolar proton pump delta polypeptide [Homo sapiens]	2.00E-20	104455
1594	AI947242	bs36g03	FBgn0053322	12	a	1	10	passed				67452
1595				12	a	1	11	failed	no sequence - failed PCR			10143
1596				12	a	1	12	failed	no sequence - failed PCR			2512
1597	AI946693	bs29f08	FBgn0001269	12	a	2	1	passed		gi|123388|sp|P05527|HMIN_DROME HOMEOBOX PROTEIN INVECTED >gi|85030|pir||A26628 homeotic proteinInvected - fruit fly (Drosophila melanogaster)>gi|8139|emb|CAA28885| (X05273) invected gene product(AA 1-576) [Drosophila melanogaster]	3.00E-76	24664
1598	AI946729	bs30a10	FBgn0033862	12	a	2	2	passed				65337
1599	AI946760	bs30d05	FBgn0010288	12	a	2	3	passed		gi|5052490|gb|AAD38575.1|AF145600_1 (AF145600) ubiquitin carboxy-terminal hydrolase [Drosophilamelanogaster]	1.00E-100	66714
1600	AI946788	bs30f10	FBgn0037456	12	a	2	4	passed				46394
1601	AI946935	bs33b11	FBgn0039672	12	a	2	5	passed		gi|543308|pir||S39781 protein phosphatase beta-2 - mouse >gi|452528|dbj|BAA04234|(D17412) magnesium dependent protein phosphatase(protein phosphatase 2C) beta-2 [Mus musculus]	4.00E-66	57609
1602	AI946974	bs33f05	FBgn0033952	12	a	2	6	passed		gi|1402634|dbj|BAA11812| (D83125) secretory component [Sarcophaga peregrina]	7.00E-33	36575
1603	BE662245	bs33h09	FBgn0045107	12	a	2	7	passed				24689
1604	AI947037	bs34c12	FBgn0033669	12	a	2	8	failed				51309
1605	AI947196	bs36b11	FBgn0000615	12	a	2	9	passed		gi|103154|pir||A41639 Exuperantia (exu) protein - fruit fly (Drosophila melanogaster)>gi|240992|bbs|72365 (S72363) exu=exuperantia[Drosophila sp., nurse cells, Peptide, 532 aa][Drosophila sp.] >gi|228520|prf||1805249A exuperantiagene [Drosophila melanogaster]	4.00E-08	99264
1606	AI947232	bs36f04	FBgn0034472	12	a	2	10	passed		gi|3915134|sp|Q95108|THI2_BOVIN MITOCHONDRIAL THIOREDOXIN PRECURSOR (MT-TRX)>gi|1545817|dbj|BAA13447| (D87741) mitochondrialthioredoxin [Bos taurus]	3.00E-27	79343
1607				12	a	2	11	failed	no sequence - failed PCR			9686
1608				12	a	2	12	failed	no sequence - failed PCR			2262
1609	AI946691	bs29f06	FBgn0027358	12	a	3	1	passed		gi|5107196|gb|AAD40010.1|AF150104_1 (AF150104) small zinc finger-like protein [Drosophila melanogaster]	3.00E-31	33488
1610	AI946725	bs30a05	FBgn0039373	12	a	3	2	passed		gi|1085679|pir||S53019 calmodulin - Macrocystis pyrifera >gi|728609|emb|CAA59418| (X85091)calmodulin [Macrocystis pyrifera]	4.00E-25	53179
1611	AI946758	bs30d03	FBgn0031345	12	a	3	3	passed		gi|1532175 (U63815) similar to protein disulfide isomerase [Arabidopsisthaliana]	1.00E-08	85527
1612	AI946786	bs30f08	FBgn0032646	12	a	3	4	passed		gi|1169483|sp|P43897|EFTS_HUMAN MITOCHONDRIAL ELONGATION FACTOR TS PRECURSOR (EF-TS) (EF-TSMT)>gi|2135063|pir||I84606 elongation factor Ts - human(fragment) >gi|625039 (L37936) elongation factor Ts[Homo sapiens]	3.00E-30	43854
1613	AI946932	bs33b08	FBgn0003074	12	a	3	5	passed		gi|443597 (L27539) glucosephosphate isomerase [Drosophila melanogaster]>gi|443601 (L27541) glucosephosphate isomerase[Drosophila melanogaster] >gi|443603 (L27542)Glucosephosphate Isomerase [Drosophila melanogaster]>gi|443609 (L27545) glucosephosphate isomerase[Drosophila melanogaster] >gi|706900 (U20566)glucosephosphate isomerase [Drosophila melanogaster]>gi|706908 (U20570) glucosephosphate isomerase[Drosophila melanogaster] >gi|706910 (U20571)glucosephosphate isomerase [Drosophila melanogaster]	4.00E-93	35010
1614	AI946972	bs33f03	FBgn0045110	12	a	3	6	passed				42258
1615	AI946999	bs33h06	FBgn0031920	12	a	3	7	passed				21707
1616	AI947035	bs34c10	FBgn0039788	12	a	3	8	passed		gi|1709799|sp|P54814|PRS8_MANSE 26S PROTEASE REGULATORY SUBUNIT 8 (18-56 PROTEIN) >gi|1167963(U43728) 18-56 protein [Manduca sexta]	1.00E-102	32549
1617	AI947193	bs36b08	FBgn0034435	12	a	3	9	passed				69004
1618	AI947229	bs36e12	FBgn0035124	12	a	3	10	passed		gi|3928694|emb|CAA16816.1| (AL021728) /prediction=(method:genefinder, version:084);/match=(desc:LD05179.5prime LD Drosophila melanogasterembryo BlueScript Drosophila melanogaster cDNA cloneLD05179 5prime, mRNA sequence, species:Drosoph...	2.00E-33	67049
1619				12	a	3	11	failed	no sequence - failed PCR			9130
1620				12	a	3	12	failed	no sequence - failed PCR			2300
1621	AI946687	bs29f01	FBgn0034595	12	a	4	1	passed				79504
1622	AI946723	bs30a03	FBgn0034121	12	a	4	2	passed				50168
1623	AI946755	bs30c12	FBgn0038266	12	a	4	3	passed				116659
1624	AI946783	bs30f05	FBgn0045129	12	a	4	4	passed				49974
1625	AI946929	bs33b05	FBgn0034482	12	a	4	5	passed				35480
1626	AI946970	bs33f01	FBgn0035473	12	a	4	6	passed		gi|2429526|gb|AAB71053.1| (AF025470) contains similarity to S. cerevisiae  mitochondrialouter membrane protein 22kDa protein (GB:X80348)[Caenorhabditis elegans]	2.00E-11	30537
1627	AI946997	bs33h04	FBgn0038377	12	a	4	7	passed				18460
1628	AI947033	bs34c08	FBgn0036016	12	a	4	8	passed				26834
1629	AI947190	bs36b05	FBgn0050393	12	a	4	9	passed				49521
1630	AI947227	bs36e10	FBgn0038762	12	a	4	10	passed		gi|2352843|gb|AAB69288| (AF010494) sorbitol dehydrogenase [Callithrix sp.]	4.00E-09	56983
1631				12	a	4	11	failed	no sequence - failed PCR			6780
1632				12	a	4	12	failed	no sequence - failed PCR			1953
1633	AI946685	bs29e11	FBgn0045141	12	a	5	1	passed				32503
1634	AI946720	bs29h12	FBgn0036059	12	a	5	2	passed		gi|2072294 (U95097) mitotic phosphoprotein 43 [Xenopus laevis]	2.00E-27	38509
1635	AI946752	bs30c09	FBgn0031168	12	a	5	3	passed				62624
1636	AI946780	bs30f02	FBgn0001281	12	a	5	4	passed		gi|125062|sp|P20349|JANB_DROME SEX-REGULATED PROTEIN JANUS-B >gi|103384|pir||B32317 sex-regulatedprotein JanB - fruit fly (Drosophila melanogaster)>gi|387598 (M27033) sex-linked protein [Drosophilamelanogaster]	3.00E-72	64761
1637	AI946920	bs33a08	FBgn0037381	12	a	5	5	passed				40071
1638	AI946966	bs33e09	FBgn0032003	12	a	5	6	passed		gi|5689607|emb|CAB51902.1| (AJ237979) cytidine deaminase [Bacillus caldolyticus]>gi|6478520|gb|AAF13876.1|AF187304_1 (AF187304) cytidinedeaminase [Bacillus caldolyticus]	2.00E-22	38404
1639	AI946995	bs33h02	FBgn0030247	12	a	5	7	passed		gi|465854|sp|P34390|YLS5_CAEEL HYPOTHETICAL 55.1 KD PROTEIN F09G8.5 IN CHROMOSOME III	6.00E-13	25810
1640	AI947030	bs34c04	FBgn0027948	12	a	5	8	passed		gi|5911472|emb|CAB55772.1| (AJ249115) microtubule associated protein [Drosophila melanogaster]	1.00E-128	27378
1641	AI947187	bs36b02	FBgn0040994	12	a	5	9	passed				49604
1642	AI947223	bs36e06	FBgn0038163	12	a	5	10	passed				43973
1643				12	a	5	11	failed	no sequence - failed PCR			6587
1644				12	a	5	12	failed	no sequence - failed PCR			2450
1645	AI946682	bs29e08	FBgn0037512	12	a	6	1	passed		gi|4929607|gb|AAD34064.1|AF151827_1 (AF151827) CGI-69 protein [Homo sapiens]	2.00E-24	16621
1646	AI946718	bs29h10	FBgn0002741	12	a	6	2	passed		gi|482955|pir||B32491 myosin heavy chain 2, muscle - fruit fly (Drosophila melanogaster)	8.00E-15	20255
1647	AI946749	bs30c06	FBgn0051156	12	a	6	3	passed		gi|2501167|sp|P71353|YHGF_HAEIN HYPOTHETICAL PROTEIN HI0568 >gi|1573555 (U32738) transcriptionaccessory protein (tex) [Haemophilus influenzae Rd]	5.00E-09	35451
1648	AI946778	bs30e12	FBgn0040028	12	a	6	4	passed		gi|6179932|gb|AAF05716.1|AF191546_1 (AF191546) tektin [Canis familiaris]	3.00E-18	58341
1649	AI946918	bs33a06	FBgn0045113	12	a	6	5	passed		gi|544013|sp|P36362|CHIT_MANSE ENDOCHITINASE PRECURSOR >gi|1079015|pir||A56596 chitinase (EC3.2.1.14) - tobacco hornworm >gi|406049 (U02270)chitinase precursor [Manduca sexta] >gi|1945486 (L49234)chitinase precursor [Manduca sexta]	4.00E-18	27400
1650	AI946962	bs33e05	FBgn0032314	12	a	6	6	passed		gi|6226757|sp|Q93655|YV06_CAEEL HYPOTHETICAL 66.2 KD PROTEIN F31F6.6 IN CHROMOSOME X>gi|3892145|emb|CAA93752.1| (Z69884) Similarity to RatNa+/sulphate cotransporter (PIR Acc. No. A47714); cDNAEST EMBL:M75899 comes from this gene; cDNA ESTEMBL:M88944 comes from this gene; cDNA EST EMBL:C13694comes from this gene; cDNA EST EMBL:C1148...	8.00E-09	34480
1651	AI946993	bs33g12	FBgn0045108	12	a	6	7	passed				54610
1652	AI947025	bs34b10	FBgn0036031	12	a	6	8	passed				60245
1653	AI947185	bs36a11	FBgn0045832	12	a	6	9	passed				24169
1654	AI947220	bs36e02	FBgn0038925	12	a	6	10	passed		gi|4885401|ref|NP_005324.1|PHCCS| holocytochrome c synthase (cytochrome c heme-lyase)>gi|1705694|sp|P53701|CCHL_HUMAN CYTOCHROME C-TYPE HEMELYASE (CCHL) (HOLOCYTOCHROME C-TYPE SYNTHASE)>gi|1209635 (U36787) holocytochrome c-type synthetase[Homo sapiens] >gi|3582744 (AF053015) putativeholocytochrome c-type synthetase [Homo sapiens]	2.00E-24	44213
1655				12	a	6	11	failed	no sequence - failed PCR			10879
1656				12	a	6	12	failed	no sequence - failed PCR			4527
1657	AI946564	bs27h01	FBgn0011270	12	a	7	1	passed		gi|1079115|pir||S50326 phosphoglyceromutase - fruit fly (Drosophila melanogaster)	2.00E-55	20179
1658		bs28d07		12	a	7	2	passed	clone bs28d07			21560
1659	AI946625	bs28h05	FBgn0033337	12	a	7	3	passed				22243
1660	AI946653	bs29c01	FBgn0033442	12	a	7	4	passed				27789
1661		bs31b07		12	a	7	5	passed	clone bs31b07			44382
1662	AI946845	bs31g04	FBgn0035762	12	a	7	6	passed				32617
1663		bs32c11		12	a	7	7	passed	clone bs32c11			37830
1664	AI946904	bs32g07	FBgn0033716	12	a	7	8	passed		gi|4226115 (AF125455) No definition line found [Caenorhabditis elegans]	8.00E-07	37796
1665	AI947071	bs34f12	FBgn0038739	12	a	7	9	passed		gi|6580269|emb|CAB63338.1| (AL032631) Y106G6H.8 [Caenorhabditis elegans]	6.00E-17	44167
1666	AI947101	bs35b03	FBgn0014374	12	a	7	10	passed				62014
1667	AI947125	bs35d06	FBgn0045091	12	a	7	11	passed				69369
1668	AI947166	bs35g12	FBgn0024432	12	a	7	12	passed		gi|1632786|emb|CAA70165| (Y08968) Tctex protein [Drosophila melanogaster]>gi|4808958|gb|AAD30033.1|AF123058_1 (AF123058) dyneinlight chain subunit; tctex-1 [Drosophila melanogaster]	1.00E-61	35564
1669	AI946560	bs27g09	FBgn0045162	12	a	8	1	passed				19013
1670	AI946600	bs28c11	FBgn0045997	12	a	8	2	passed		gi|3150525 (AF067219) contains similarity to yeastdolichyl-phosphate-mannose-p-rotein mannosyltransferases[Caenorhabditis elegans]	7.00E-18	29465
1671	AI946623	bs28h03	FBgn0003886	12	a	8	3	passed		gi|135410|sp|P06604|TBA2_DROME TUBULIN ALPHA-2 CHAIN >gi|85173|pir||B26488 tubulin alpha-2 chain -fruit fly (Drosophila melanogaster) >gi|158733 (M14644)alpha-tubulin 2 [Drosophila melanogaster]	1.00E-68	20948
1672	AI946652	bs29b12	FBgn0035008	12	a	8	4	passed		gi|5911290|gb|AAD55737.1|AF184226_1 (AF184226) BcDNA.GH09045 [Drosophila melanogaster]	3.00E-33	26519
1673	AI946820	bs31b03	FBgn0033069	12	a	8	5	passed		gi|4503519|ref|NP_003745.1|PEIF3S5| eukaryotic translation initiation factor 3, subunit 5 (epsilon,47kD) >gi|2055431 (U94855) translation initiation factor3 47 kDa subunit [Homo sapiens]	1.00E-29	38429
1674	AI946842	bs31g01	FBgn0036075	12	a	8	6	passed				33968
1675		bs32c08		12	a	8	7	passed	clone bs32c08			41189
1676		bs32g03		12	a	8	8	passed	clone bs32g03			32098
1677	AI947068	bs34f09	FBgn0035405	12	a	8	9	passed				41805
1678		bs35a12		12	a	8	10	passed	clone bs35a12			58823
1679	AI947123	bs35d04	FBgn0034196	12	a	8	11	passed				48305
1680	AI947163	bs35g09	FBgn0003498	12	a	8	12	passed				27720
1681	AI946557	bs27g06	FBgn0045999	12	a	9	1	passed		gi|3914095|sp|O14732|MYO2_HUMAN MYO-INOSITOL-1(OR 4)-MONOPHOSPHATASE 2 (IMP 2) (INOSITOLMONOPHOSPHATASE 2) (MYO-INOSITOL MONOPHOSPHATASE A2)>gi|2406666 (AF014398) myo-inositol monophosphatase 2[Homo sapiens] >gi|5163488|gb|AAD40683.1| (AF157102)myo-inositol monophosphatase 2 [Homo sapiens]	2.00E-12	21149
1682	AI946597	bs28c08	FBgn0045775	12	a	9	2	passed				71259
1683	BE662194	bs28g07	FBgn0031260	12	a	9	3	passed				27453
1684	AI946650	bs29b10	FBgn0045995	12	a	9	4	passed		gi|4689344|gb|AAD27859.1|AF132560_1 (AF132560) BcDNA.LD08743 [Drosophila melanogaster]	3.00E-19	17339
1685	AI946818	bs31a12	FBgn0037828	12	a	9	5	passed		gi|1838935|dbj|BAA09714| (D63411) mitochondrial precursor receptor [Rattus sp.]	1.00E-26	53350
1686		bs31f07		12	a	9	6	passed	clone bs31f07			39023
1687	AI946878	bs32c06	FBgn0035565	12	a	9	7	passed				42906
1688	BE662235	bs32g01	FBgn0033864	12	a	9	8	passed				37367
1689	AI947063	bs34f04	FBgn0030278	12	a	9	9	passed				50092
1690	AI947099	bs35a07	FBgn0045094	12	a	9	10	passed				68672
1691	AI947121	bs35d02	FBgn0031526	12	a	9	11	passed				56519
1692	AI947151	bs35f09	FBgn0045794	12	a	9	12	passed		gi|1545805|dbj|BAA10929| (D64052) cytochrome P450 like_TBP [Nicotiana tabacum]	3.00E-08	42372
1693	AI946551	bs27f12	FBgn0045768	12	a	10	1	passed				15556
1694	AI946596	bs28c06	FBgn0031128	12	a	10	2	passed				35002
1695	BE662192	bs28g01	FBgn0033274	12	a	10	3	passed		gi|6324501|ref|NP_014570.1|YOL071W| Yol071wp >gi|2132007|pir||S66764 hypothetical protein YOL071w -yeast (Saccharomyces cerevisiae)>gi|1419897|emb|CAA99081| (Z74813) ORF YOL071w[Saccharomyces cerevisiae]	2.00E-08	24443
1696	AI946648	bs29b08	FBgn0036945	12	a	10	4	passed		gi|6594160|emb|CAB63534.1| (AL133506) EG0010.f [Drosophila melanogaster]	2.00E-73	21510
1697	BE662202	bs31a06	FBgn0045127	12	a	10	5	passed				53935
1698	AI946837	bs31f04	FBgn0053017	12	a	10	6	passed				56718
1699		bs32c01		12	a	10	7	passed	clone bs32c01			59721
1700	AI946896	bs32f09	FBgn0030991	12	a	10	8	passed				33665
1701	AI947060	bs34f01	FBgn0011016	12	a	10	9	passed		gi|5679114|gb|AAD46863.1|AF160923_1 (AF160923) BcDNA.LD10457 [Drosophila melanogaster]	1.00E-106	37466
1702	AI947093	bs34h12	FBgn0026160	12	a	10	10	passed				50779
1703	AI947119	bs35c11	FBgn0036354	12	a	10	11	passed		gi|5051805|emb|CAB45034.1| (AL078635) putative WD-repeat containing protein [Amycolatopsisorientalis]	2.00E-18	43728
1704	AI947148	bs35f06	FBgn0031476	12	a	10	12	passed				44694
1705	AI946544	bs27f04	FBgn0037101	12	a	11	1	passed				17199
1706	AI946593	bs28c03	FBgn0011746	12	a	11	2	passed		gi|476806|pir||A40721 neuroblast proliferation inhibitor ana - Drosophila>gi|399751|bbs|135346 (S63815) neuroblast proliferationinhibitor=ana [Drosophila, eye disc, Peptide, 474 aa][Drosophila sp.]	4.00E-59	31024
1707	AI946610	bs28f11	FBgn0033818	12	a	11	3	passed				43145
1708	AI946646	bs29b06	FBgn0035853	12	a	11	4	passed		gi|4507791|ref|NP_003960.1|PUBE2M| ubiquitin-conjugating enzyme E2M (homologous to yeast UBC12)>gi|3309661 (AF075599) ubiquitin conjugating enzyme 12[Homo sapiens] >gi|3599674|dbj|BAA33145| (AB012191)Nedd8-conjugating enzyme hUbc12 [Homo sapiens]	4.00E-50	45102
1709		bs31a02		12	a	11	5	passed	clone bs31a02			53766
1710		bs31f01		12	a	11	6	passed	clone bs31f01			78369
1711	AI946872	bs32b10	FBgn0034237	12	a	11	7	passed		gi|3123230|sp|P55884|IF3X_HUMAN EUKARYOTIC TRANSLATION INITIATION FACTOR 3 SUBUNIT 9 (EIF3 P116)(EIF3 P110) >gi|2558668 (U78525) eukaryotic translationinitiation factor [Homo sapiens]	2.00E-38	70721
1712	AI946893	bs32f05	FBgn0001205	12	a	11	8	failed		gi|123342|sp|P14773|HMDH_DROME 3-HYDROXY-3-METHYLGLUTARYL-COENZYME A REDUCTASE (HMG-COA REDUCTASE)>gi|422429|pir||S32572 hydroxymethylglutaryl-CoAreductase - fruit fly (Drosophila melanogaster)>gi|157624 (M21329) 3-hydroxy-3-methylglutaryl coenzyme Areductase [Drosophila melanogaster]	5.00E-61	43970
1713	AI947057	bs34e10	FBgn0022709	12	a	11	9	passed		gi|125149|sp|P05081|KAD1_CHICK ADENYLATE KINASE ISOENZYME 1 (ATP-AMP TRANSPHOSPHORYLASE) (AK1)(MYOKINASE) >gi|86172|pir||A25327 adenylate kinase (EC2.7.4.3) - chicken >gi|211126 (M12153) adenylate kinase(EC 2.7.4.3) [Gallus gallus] >gi|222786|dbj|BAA00182|(D00251) adenylate kinase [Gallus gallus]>gi|360799|prf||1405262A cytosolic adenylate kinase[Gallus gallus]	7.00E-45	42805
1714	AI947091	bs34h10	FBgn0010638	12	a	11	10	passed		gi|6002114|emb|CAB56698.1| (AJ249754) sec61beta protein [Drosophila melanogaster]	3.00E-27	47087
1715				12	a	11	11	failed	no sequence - failed PCR			16677
1716		bs35f04		12	a	11	12	passed	clone bs35f04			46779
1717	AI946542	bs27f02	FBgn0027936	12	a	12	1	passed		gi|3915196|sp|Q95044|UBCB_SPISO UBIQUITIN-CONJUGATING ENZYME E2-C (UBIQUITIN-PROTEIN LIGASE)(UBIQUITIN CARRIER PROTEIN) >gi|1493838 (U52949)cyclin-specific ubiquitin carrier protein E2-C [Spisulasolidissima]	1.00E-09	9068
1718	AI946590	bs28b12	FBgn0033862	12	a	12	2	passed				10292
1719	AI946608	bs28f08	FBgn0052699	12	a	12	3	passed		gi|6580269|emb|CAB63338.1| (AL032631) Y106G6H.8 [Caenorhabditis elegans]	7.00E-10	27250
1720	AI946640	bs29a12	FBgn0028892	12	a	12	4	passed		gi|3876509|emb|CAB07370.1| (Z92832) F31D4.2 [Caenorhabditis elegans]	1.00E-24	38784
1721	AI946813	bs30h11	FBgn0019957	12	a	12	5	passed		gi|1877193|emb|CAA71852.1| (Y10911) NADH-ubiquinone oxidoreductase 42 kDa subunit [Drosophilamelanogaster]	7.00E-80	19354
1722	BE662213	bs31e06	FBgn0045803	12	a	12	6	passed				19830
1723	AI946869	bs32b06	FBgn0037626	12	a	12	7	passed				62372
1724		bs32e12		12	a	12	8	failed	clone bs32e12			23396
1725	AI947055	bs34e08	FBgn0033377	12	a	12	9	passed		gi|3395586|emb|CAA20128| (AL031179) similarity to phosphomannomutases [Schizosaccharomycespombe]	1.00E-17	24152
1726	AI947087	bs34h06	FBgn0061202	12	a	12	10	passed				16086
1727	AI947116	bs35c08	FBgn0045092	12	a	12	11	passed				20008
1728				12	a	12	12	failed	no sequence - failed PCR			7220
1729	AI944549	bs03g07	FBgn0033989	1	b	1	1	passed		gi|4929571|gb|AAD34046.1|AF151809_1 (AF151809) CGI-51 protein [Homo sapiens]	2.00E-08	40914
1730	AI944695	bs04c11	FBgn0032821	1	b	1	2	passed				13312
1731	AI944741	bs04h01	FBgn0034374	1	b	1	3	passed				15998
1732	AI944801	bs05f04	FBgn0039421	1	b	1	4	failed		gi|4505995|ref|NP_002697.1|PPPM1B| protein phosphatase 1B (formerly 2C), magnesium-dependent, betaisoform >gi|3378168|emb|CAA06704| (AJ005801) PP2C [Homosapiens]	1.00E-25	13453
1733	AI945043	bs08c11	FBgn0045370	1	b	1	5	passed				76381
1734	AI945083	bs08g08	FBgn0038111	1	b	1	6	passed				37123
1735	AI945145	bs09e03	FBgn0051910	1	b	1	7	passed				38703
1736	AI945213	bs10c05	FBgn0017545	1	b	1	8	passed		gi|2739184 (AF034971) ribosomal protein S3a [Drosophila melanogaster]	1.00E-79	20090
1737	AI945419	bs12f08	FBgn0030263	1	b	1	9	passed		gi|1825601 (U88168) weak similarity to rat TEGT protein (GI:456207)[Caenorhabditis elegans]	1.00E-36	29310
1738	AI945457	bs13b04	FBgn0033287	1	b	1	10	passed				38117
1739	AI945488	bs13d12	FBgn0038248	1	b	1	11	passed				16811
1740	AI945524	bs13g12	FBgn0027348	1	b	1	12	passed		gi|3080499|emb|CAA18696.1| (AL022602) putative long chain fatty acid-coA ligase [Mycobacteriumleprae]	3.00E-10	15695
1741	AI944544	bs03g02	FBgn0045416	1	b	2	1	passed				24194
1742	BE662011	bs04c08	FBgn0045413	1	b	2	2	passed				24411
1743	AI944737	bs04g09	FBgn0033287	1	b	2	3	passed				29498
1744	AI944792	bs05e07	FBgn0045785	1	b	2	4	passed				35011
1745	AI945040	bs08c08	FBgn0038694	1	b	2	5	passed				31088
1746	AI945081	bs08g06	FBgn0030319	1	b	2	6	passed				28184
1747	AI945141	bs09d11	FBgn0033793	1	b	2	7	passed				34060
1748	AI945196	bs10a12	FBgn0003435	1	b	2	8	passed				22256
1749	AI945417	bs12f06	FBgn0035830	1	b	2	9	passed		gi|4093186 (AF106583) contains similarity to domains present inubiquitin-regulatory proteins (Pfam: PF00789,Score=79.3, E=7.8e-20, N=1,), C2H2-type zinc fingerdomain (Pfam: PF00096, Score=9.5, E=6.2, N=1) andubiquitin-associated domains (Pfam: PF00...	3.00E-15	30175
1750	BE662035	bs13a12	FBgn0037944	1	b	2	10	passed				38394
1751	AI945486	bs13d10	FBgn0036338	1	b	2	11	passed				33865
1752	AI945522	bs13g10	FBgn0027066	1	b	2	12	passed		gi|4689344|gb|AAD27859.1|AF132560_1 (AF132560) BcDNA.LD08743 [Drosophila melanogaster]	8.00E-23	31082
1753	AI944542	bs03f12	FBgn0027607	1	b	3	1	passed		gi|4972684|gb|AAD34737.1| (AF132149) unknown [Drosophila melanogaster]	1.00E-40	33144
1754	AI944690	bs04c05	FBgn0030480	1	b	3	2	passed		gi|5107188|gb|AAD40006.1|AF150100_1 (AF150100) small zinc finger-like protein [Homo sapiens]>gi|6524633|gb|AAF15103.1| (AF152353) TIMM9 [Homosapiens]	1.00E-20	26328
1755	AI944730	bs04g02	FBgn0040371	1	b	3	3	passed		gi|4884057|emb|CAB43333.1| (AL050231) BACR37P7.j [Drosophila melanogaster]	5.00E-40	32446
