^PLATFORM = GPL14
!Platform_title = ce_rosetta
!Platform_geo_accession = GPL14
!Platform_status = Public on Jul 24 2001
!Platform_submission_date = Jul 24 2001
!Platform_last_update_date = May 26 2005
!Platform_technology = spotted DNA/cDNA
!Platform_distribution = non-commercial
!Platform_organism = Caenorhabditis elegans
!Platform_taxid = 6239
!Platform_description = A microarray with 13323 spot features.
!Platform_description = Tip Configuration: Standard 1-tip
!Platform_description = Columns per Sector: 1
!Platform_description = Rows per Sector: 1
!Platform_description = Column Spacing: 1.1
!Platform_description = Row Spacing: 1.1
!Platform_contact_name = ,,Stanford Microarray Database
!Platform_contact_email = array@genome.stanford.edu
!Platform_contact_phone = 650-498-6012
!Platform_contact_department = Stanford University, School of Medicine
!Platform_contact_institute = Stanford Microarray Database (SMD)
!Platform_contact_address = 300 Pasteur Drive
!Platform_contact_city = Stanford
!Platform_contact_state = CA
!Platform_contact_zip/postal_code = 94305
!Platform_contact_country = USA
!Platform_contact_web_link = http://genome-www5.stanford.edu/
!Platform_sample_id = GSM436
!Platform_sample_id = GSM437
!Platform_sample_id = GSM438
!Platform_sample_id = GSM439
!Platform_sample_id = GSM440
!Platform_sample_id = GSM441
!Platform_sample_id = GSM442
!Platform_sample_id = GSM443
!Platform_sample_id = GSM444
!Platform_sample_id = GSM445
!Platform_sample_id = GSM446
!Platform_sample_id = GSM447
!Platform_sample_id = GSM448
!Platform_sample_id = GSM449
!Platform_sample_id = GSM450
!Platform_sample_id = GSM451
!Platform_sample_id = GSM452
!Platform_sample_id = GSM453
!Platform_sample_id = GSM454
!Platform_sample_id = GSM455
!Platform_sample_id = GSM456
!Platform_sample_id = GSM457
!Platform_sample_id = GSM458
!Platform_sample_id = GSM459
!Platform_sample_id = GSM460
!Platform_sample_id = GSM461
!Platform_sample_id = GSM462
!Platform_sample_id = GSM463
!Platform_sample_id = GSM464
!Platform_sample_id = GSM465
!Platform_sample_id = GSM466
!Platform_sample_id = GSM467
!Platform_sample_id = GSM468
!Platform_sample_id = GSM469
!Platform_sample_id = GSM211535
!Platform_sample_id = GSM211537
!Platform_sample_id = GSM211538
!Platform_series_id = GSE5
!Platform_series_id = GSE8520
!Platform_data_row_count = 13323
#ID = 
#ORF = name of spot
#Description = description of spot
#Chromosome = chromosome
#Position = position
#Gene name = gene name
#SECTOR = spot sector grid coordinate
#SECTORROW = spot row grid coordinate
#SECTORCOL = spot column grid coordinate
#PLATE = clone plate identifier
#PROW = clone plate row
#PCOL = clone plate column
#FAILED = 
#IS_CONTAMINATED = 
!platform_table_begin
ID	ORF	Description	Chromosome	Position	Gene name	SECTOR	SECTORROW	SECTORCOL	PLATE	PROW	PCOL	FAILED	IS_CONTAMINATED
4943	W02D3.6	Member of the mitochondrial carrier (MCF) protein family	1	6062656	W02D3.6	1	1	1	13	N	23	0	U
4944	W02D3.8	Protein involved in nonsense-mediated mRNA decay	1	6066781	smg-5/mab-15/W02D3.8	1	1	1	13	N	24	0	U
4945	W02D3.9	"Putative transcription factor involved in regulation of body size, vulval and gonadal development; possible ortholog of Drosophila GROUCHO and human TLE4"	1	6075123	unc-37/let-76/ESG/W02D3.9	1	1	1	13	O	1	0	U
4946	W02D9.1	"Putative primase (DNA polymerase alpha 58 kDa subunit), possible ortholog of human DNA primase PRIM2A"	1	11726680	W02D9.1	1	1	1	13	O	2	0	U
4947	W02F12.3	Protein of unknown function	5	6689581	W02F12.3	1	1	1	13	O	3	0	U
4948	W02F12.5	Putative component of 2-oxoglutarate dehydrogenase complex E2	5	6693789	W02F12.5	1	1	1	13	O	4	0	U
4949	W02G9.2	Protein with strong similarity to D. melanogaster KEL (kelch) protein	5	2625813	W02G9.2	1	1	1	13	O	5	0	U
4950	W02G9.3	"Protein of unknown function, has weak similarity to human Hs.173992 gene product"	5	2640209	W02G9.3	1	1	1	13	O	6	2	U
4951	W03A3.2	Protein with strong similarity to prokaryotic DNA polymerase I and to D. melanogaster deoxyribonuclease MUS308 (mutagen sensitive)	3	5249900	mus-1/W03A3.2	1	1	1	13	O	7	1	U
4952	W03A5.1	"Putative tyrosine protein kinase, has similarity to human FYN-related protein kinase and D. melanogaster SRC- and RET-related tyrosine protein kinases"	3	4857046		1	1	1	13	O	8	0	U
4953	W03B1.2	Putative paralog of C. elegans T02H7.2 gene product	4	4248069	W03B1.2	1	1	1	13	O	9	2	U
4954	W03B1.4	Seryl-tRNA synthetase	4	4278469	srs-1/SerRS/W03B1.4	1	1	1	13	O	10	0	U
4955	W03B1.5	"Protein with similarity to HOX-B3-like homebox proteins, has similarity to C. elegans F10G7.6, has 100% identity to W03B1.9 over 559 amino acids"	4	4269799	W03B1.5	1	1	1	13	O	11	0	U
4956	W03B1.8	"Putative G-protein coupled receptor, member of a subfamily with distant similarity to members of the SRG subfamily, no homolog found in human or D. melanogaster"	4	4263383	W03B1.8	1	1	1	13	O	12	0	U
4957	W03B1.9	"Protein with similarity to HOX-B3-like homebox proteins, has similarity to C. elegans F10G7.6, has 100% identity to W03B1.5 over 559 amino acids"	4	4273971	W03B1.9	1	1	1	13	O	13	2	U
4958	W03C9.1	Protein of unknown function	2	11935201	W03C9.1	1	1	1	13	O	14	0	U
4959	W03D2.1	Glycine- and proline-rich protein of unknown function	4	3997081	W03D2.1	1	1	1	13	O	15	0	U
4960	W03D2.2	"Protein of unknown function, has weak similarity to C. elegans T27E9.8"	4	3990133	W03D2.2	1	1	1	13	O	16	2	U
4961	W03D8.1	"Protein of unknown function, has similarity to C. elegans Y71F9A_291.B"	1	2244519	W03D8.1	1	1	1	13	O	17	0	U
4962	W03D8.10	Putative paralog of C. elegans W03D8.9 gene product	1	2247577	W03D8.10	1	1	1	13	O	18	0	U
4963	W03D8.2	Member of the protein phosphatase protein family	1	2235245	W03D8.2	1	1	1	13	O	19	0	U
4964	W03D8.6	"Protein with similarity to human and D. melanogaster neurexins, involved in neuronal development; has weak similarity to human SLI (slit) homologs, which are also involved in neuronal development"	1	2219446	W03D8.6	1	1	1	13	O	20	0	U
4965	W03D8.9	Member of a protein family	1	2249293	W03D8.9	1	1	1	13	O	21	0	U
4966	W03F11.2	"Protein with similarity to guanylate cyclases, has a region of similarity to tyrosine protein kinases"	1	1587518	gcy-17/gcy-24/W03F11.2	1	1	1	13	O	22	0	U
4967	W03F11.4	"Protein with similarity over the C-terminus to human and D. melanogaster tyrosine protein phosphatases, has strong similarity to C. elegans F54F12.1"	1	1579638		1	1	1	13	O	23	0	U
4968	W03F11.6	Protein that interacts with LET-60 Ras	1	1611376	AF-6/W03F11.6/Y39G10A_236.E	1	1	1	13	O	24	0	U
4969	W03F8.2	"Putative tyrosine protein kinase, has similarity to human and D. melanogaster FER (fps/fes-related) protein kinases"	4	5109030	W03F8.2	1	1	1	13	P	1	0	U
4970	W03F8.3	"Putative mitochondrial translational release factor, has strong similarity to human translational release factor 1"	4	5106073	W03F8.3	1	1	1	13	P	2	0	U
4971	W03F8.5	Member of the laminin protein family	4	5092250	W03F8.5	1	1	1	13	P	3	0	U
4972	W03F9.1	Member of an uncharacterized protein family	5	155984	W03F9.1/Y38C9A.A	1	1	1	13	P	4	0	U
4973	W03F9.10	"Putative U2 snRNP-associated protein, ortholog of H. sapiens spliceosome associated protein SAP 145 and yeast Cus1p"	5	159712	W03F9.10	1	1	1	13	P	5	0	U
4974	W03F9.2	"Protein of unknown function, has weak similarity to C. elegans C29E4.6"	5	158564	W03F9.2	1	1	1	13	P	6	0	U
4975	W03F9.9	Member of the alcohol/ribitol dehydrogenase-like protein family	5	170367	W03F9.9	1	1	1	13	P	7	0	U
4976	W03G1.2	"Protein of unknown function, putative paralog of C. elegans Y52D5A_42.A"	4	481739	W03G1.2	1	1	1	13	P	8	2	U
4977	W03G1.3	Member of an uncharacterized protein family	4	468265	W03G1.3	1	1	1	13	P	9	0	U
4978	W03G1.4	Member of the polypeptide chain release factor protein family	4	465064	W03G1.4	1	1	1	13	P	10	0	U
4979	W03G1.5	Protein with weak similarity to collagens	4	462111	W03G1.5	1	1	1	13	P	11	0	U
4980	W03G9.1	"Putative neurotransmitter transporter, has strong similarity to C. elegans CeDAT dopamine transporter"	1	4303246	W03G9.1	1	1	1	13	P	12	0	U
4981	W03G9.2	Protein of unknown function	1	4285368	W03G9.2	1	1	1	13	P	13	0	U
4982	W03G9.3	Member of an uncharacterized protein family	1	4282408	W03G9.3	1	1	1	13	P	14	0	U
4983	W03G9.4	Protein with strong similarity to aminopeptidase P	1	4287810	W03G9.4	1	1	1	13	P	15	0	U
4984	W03G9.5	"Serine/threonine protein kinase of the casein kinase I subfamily, has similarity to S. cerevisiae Hrr25p casein kinase I"	1	4290923	W03G9.5	1	1	1	13	P	16	0	U
4985	W03G9.6	Protein with strong similarity to human platelet-activating factor acetylhydrolase PAFAH2 (Hs.184853)	1	4307735	W03G9.6	1	1	1	13	P	17	0	U
4986	W03G9.7	Protein with weak similarity to S. cerevisiae NIP100 (Nuclear import protein)	1	4309872	W03G9.7	1	1	1	13	P	18	0	U
4987	W04A4.1					1	1	1	13	P	19	0	U
4988	W04A4.6	Protein of unknown function	1	12823199		1	1	1	13	P	20	0	U
4989	W04C9.1	"Probable membrane transporter of the ATP-binding cassette (ABC) superfamily, has strong similarity to human peptide transporters TAP1 and TAP2, has strong similarity to D. melanogaster and S. cerevisiae multidrug resistance proteins"	1	381738	W04C9.1	1	1	1	13	P	21	0	U
4990	W04D2.2	Member of an uncharacterized protein family	5	12433943	W04D2.2	1	1	1	13	P	22	0	U
4991	W04G3.1	Protein of unknown function	X	10813490	W04G3.1	1	1	1	13	P	23	0	U
4992	W04G3.2	"Protein of unknown function, has weak similarity to C. elegans W04G3.8"	X	10815752	W04G3.2	1	1	1	13	P	24	1	U
4993	W04G3.3	"Protein of unknown function, has moderate similarity to C. elegans W04G3.8"	X	10818684	W04G3.3	1	1	1	14	A	1	0	U
4994	W04G3.4	"Protein containing a domain present in VPS-27, Hrs and STAM, has similarity to human TOM1, target of myb1 (chicken) homolog"	X	10822262	W04G3.4	1	1	1	14	A	2	0	U
4995	W04G3.6	Member of the sulfate transporter protein family	X	10834176	W04G3.6	1	1	1	14	A	3	0	U
4996	W04G5.4	Member of an uncharacterized protein family	1	10887709	W04G5.4	1	1	1	14	A	4	0	U
4997	W04G5.6	"Putative receptor tyrosine protein kinase, has similarity to human and D. melanogaster fibroblast growth factorreceptor-related protein kinases"	1	10896216	kin-23/Cehd-7/W04G5.6	1	1	1	14	A	5	2	U
4998	W04G5.7	"Protein of unknown function, putative paralog of C. elegans W04G5.8"	1	10910434	W04G5.7	1	1	1	14	A	6	0	U
4999	W05F2.2	Member of a protein family	1	2727333	W05F2.2	1	1	1	14	A	7	0	U
5000	W05F2.6	Protein of unknown function	1	2731978	W05F2.6	1	1	1	14	A	8	2	U
5001	W05F2.7	"Protein of unknown function, has region with high similarity to C. elegans K01G5.2B and H04D03.2"	1	2714751	W05F2.7	1	1	1	14	A	9	0	U
5002	W05G11.3	"Putative collagen, has similarity to Human COL9A1, alpha-1 collagen, type IX"	3	37156	W05G11.3	1	1	1	14	A	10	0	U
5003	W05G11.4	Member of the calpain protease protein family	3	31744	W05G11.4	1	1	1	14	A	11	0	U
5004	W05H5.3	Phosphate permease	2	12411922	W05H5.3	1	1	1	14	A	12	0	U
5005	W05H5.4	"Protein of unknown function, putative paralog of C. elegans T12A7.1"	2	12415303	W05H5.4	1	1	1	14	A	13	0	U
5006	W05H7.4	"Protein of unknown function, has weak similarity to C. elegans C50C3.1"	X	1163322	W05H7.4	1	1	1	14	A	14	0	U
5007	W05H9.1	"Protein with weak similarity to C. elegans unc-54 (Sarcomeric Myosin Heavy Chain, major component of thick filaments in body-wall muscle)"	X	6024002	W05H9.1	1	1	1	14	A	15	0	U
5008	W05H9.2	Protein of unknown function	X	6015565	W05H9.2	1	1	1	14	A	16	0	U
5009	W06A11.2	Member of the zyg-11 like protein family	2	4039176	W06A11.2	1	1	1	14	A	17	0	U
5010	W06A11.4	"Protein of unknown function, has moderate similarity to C. elegans ZC204.14"	2	4036159	W06A11.4	1	1	1	14	A	18	2	U
5011	W06B11.2	Putative ortholog of Drosophila pumilio protein	X	5593530	W06B11.2	1	1	1	14	A	19	0	U
5012	W06B4.1	"Protein of unknown function, has moderate similarity to C. elegans W06B4.2"	2	4461378	W06B4.1	1	1	1	14	A	20	0	U
5013	W06B4.2	Protein with moderate similarity to C. elegans W06B4.1	2	4458147	W06B4.2	1	1	1	14	A	21	0	U
5014	W06D4.4	"Protein with similarity over the N-terminus to human and S. cerevisiae arginine methyltransferases, putative paralog of C. elegans W06D4.4"	1	8393260	W06D4.4	1	1	1	14	A	22	0	U
5015	W06D4.6	"Member of the DNA helicase, Snf2p protein family"	1	8397785	W06D4.6	1	1	1	14	A	23	0	U
5016	W07A8.1	Member of an uncharacterized protein family	5	20990074	W07A8.1	1	1	1	14	A	24	0	U
5017	W07B8.5	Member of the cysteine protease protein family	5	1136652	cpr-5/W07B8.5	1	1	1	14	B	1	0	U
5018	W07E6.1	"Putative ortholog of human proliferating-cell nucleolar protein P120, which is associated with cancer"	2	459305	W07E6.1	1	1	1	14	B	2	0	U
5019	W07E6.4	"Putative U2 snRNP-associated splicing factor, putative ortholog of human SAP114/SF3a120 and yeast Prp21p, member of the SWAP protein family"	2	472643	prp-21/Ceprp21/W07E6.4	1	1	1	14	B	3	0	U
5020	W07G4.4	"Protein of unknown function, has weak similarity to C. elegans ZK353.6"	5	12992791	W07G4.4	1	1	1	14	B	4	0	U
5021	W08D2.7	"Member of the RNA helicase, Ski2p subfamily protein family"	4	9416733	W08D2.7	1	1	1	14	B	5	0	U
5022	W08F4.2	Member of an uncharacterized protein family	2	575469	W08F4.2	1	1	1	14	B	6	0	U
5023	W08F4.8	"Protein with strong similarity to human p50Cdc37 protein (Hs.160958, protein kinase-targeting subunit of Hsp90 that binds and stabilizes Cdk4)"	2	565623	W08F4.8	1	1	1	14	B	7	2	U
5024	W08G11.3	"Protein contains a putative coiled-coil domain, has weak similarity to C. elegans unc-15 (Paramyosin, major component of muscle filaments, structural equivalent of the rod region of myosin heavy chains)"	5	16292862	W08G11.3	1	1	1	14	B	8	2	U
5025	W09B6.1	Member of the carboxylase protein family	2	1138441	W09B6.1	1	1	1	14	B	9	0	U
5026	W09C3.1	"Serine/threonine protein kinase of the casein kinase I subfamily, has similarity to S. cerevisiae Hrr25p casein kinase I"	1	4040826	W09C3.1	1	1	1	14	B	10	0	U
5027	W09C3.2	"Protein with weak similarity to H. sapiens Hs.18141 (Human ladinin (LAD) mRNA, complete cds)"	1	4034343	W09C3.2	1	1	1	14	B	11	0	U
5028	W09C3.3	Member of an uncharacterized protein family	1	4030151	W09C3.3	1	1	1	14	B	12	0	U
5029	W09C3.4	Protein with strong similarity to a subunit of RNA polymerase III	1	4027537	W09C3.4	1	1	1	14	B	13	0	U
5030	W09C3.6	Member of the protein phosphatase protein family	1	4032271	W09C3.6	1	1	1	14	B	14	0	U
5031	W09D10.2	"Member of the P-type ATPase, Drs2p subfamily protein family"	3	10163325	W09D10.2	1	1	1	14	B	15	0	U
5032	W09G12.7	"Protein of unknown function, has weak similarity to human trans-Golgi network protein TGN51 (Hs. 14894)"	4	1157691	W09G12.7	1	1	1	14	B	16	0	U
5033	W09G12.8	"Protein of unknown function, has moderate similarity to C. elegans Y53H1C.A"	4	1160752	W09G12.8	1	1	1	14	B	17	1	U
5034	W09G3.5	"Protein of unknown function, has weak similarity to C. elegans C08F11.5"	1	12990009	W09G3.5	1	1	1	14	B	18	0	U
5035	W10C8.5	"Member of the arginine kinase, phosphotransferase protein family"	1	2203067	W10C8.5	1	1	1	14	B	19	0	U
5036	W10G11.11	"Protein of unknown function, has strong similarity to C. elegans F26F2.6"	2	3506299	W10G11.11	1	1	1	14	B	20	0	U
5037	W10G11.16	Member of the ligand-gated ion channel protein family	2	3520386	W10G11.16	1	1	1	14	B	21	0	U
5038	W10G11.5	Member of the C-type lectin family	2	3518433	W10G11.5	1	1	1	14	B	22	0	U
5039	W10G11.6	"Member of the C-type lectin family, has weak similarity to human C-type mannose receptor MRC1"	2	3516826	W10G11.6	1	1	1	14	B	23	0	U
5040	W10G11.7	Member of the C-type lectin family	2	3511651	W10G11.7	1	1	1	14	B	24	0	U
5041	W10G6.3	Putative intermediate filament protein	X	15970321	ifa-2/Cel-IF-A2/W10G6.3	1	1	1	14	C	1	0	U
5042	Y102E9.1	Membrane-associated protein involved in localization of odorant receptors to olfactory neuron cilia	3	6190567	odr-4/Y102E9.1	1	1	1	14	C	2	0	U
5043	Y102E9.2	"Protein of unknown function, has weak similarity to S. cerevisiae Ydr165p"	3	6184224	Y102E9.2	1	1	1	14	C	3	0	U
5044	Y116A8B.2	Member of the transposase protein family	4	16498605	Y116A8B.2	1	1	1	14	C	4	0	U
5045	Y17D7B.1	Member of the nuclear hormone receptor/Zinc finger protein family	5	18619926	Y17D7B.1	1	1	1	14	C	5	0	U
5046	Y20C6A.2	Member of an uncharacterized protein family	5	17302459	Y20C6A.2	1	1	1	14	C	6	0	U
5047	Y20C6A.3	Member of an uncharacterized protein family	5	17306265	Y20C6A.3	1	1	1	14	C	7	0	U
5048	Y22F5A.2	"Protein of unknown function, has moderate similarity to C. elegans F34D6.5"	5	10207713	Y22F5A.2	1	1	1	14	C	8	0	U
5049	Y22F5A.4	Member of an uncharacterized protein family with weak similarity to Entemeba histolytica N-acetylmuraminidase	5	10226960	Y22F5A.4	1	1	1	14	C	9	0	U
5050	Y23H5A.3	Protein of unknown function	1	2011383	Y23H5A.3	1	1	1	14	C	10	0	U
5051	Y23H5A.7	"Putative aminoacyl-tRNA synthetase (SANGER), putative ortholog of S. cerevisiae YNL247W gene product [cysteinyl-tRNA synthetase]"	1	2014084	Y23H5A.7	1	1	1	14	C	11	0	U
5052	Y26E6A.1	Protein of unknown function	X	13660841	Y26E6A.1	1	1	1	14	C	12	0	U
5053	Y32F6A.1	"Protein of unknown function, has weak similarity to C. elegans F15E6.1"	5	10386070	Y32F6A.1	1	1	1	14	C	13	0	U
5054	Y32F6A.2	"Putative neurotransmitter transporter, has similarity to human SLC6A4, Na+/Cl- dependent serotonin transporter"	5	10387420	Y32F6A.2	1	1	1	14	C	14	0	U
5055	Y32F6B.1	Member of the prostaglandin transporter protein family	5	10430268	Y32F6B.1	1	1	1	14	C	15	0	U
5056	Y38A8.3	Protein with unknown function	2	4945252	Y38A8.3	1	1	1	14	C	16	0	U
5057	Y41E3.2	"Member of the collagen triple helix repeat (20 copies) family, has strong similarity to C. elegans DPY-13"	4	14607237	Y41E3.2	1	1	1	14	C	17	2	U
5058	Y41E3.4	Putative glutaminyl-tRNA synthetase	4	14630222	Y41E3.4	1	1	1	14	C	18	0	U
5059	Y41E3.9	Protein of unknown function	4	14648032	Y41E3.9	1	1	1	14	C	19	0	U
5060	Y43E12A.3	Protein with moderate similarity to C. elegans Y75B12B.4 gene product	4	10581095	Y43E12A.3	1	1	1	14	C	20	0	U
5061	Y43F4B.2	Putative ubiquitin carboxyl-terminal hydrolase	3	12513173	Y43F4B.2	1	1	1	14	C	21	0	U
5062	Y43F4B.5	Putative phosphomannomutase	3	12518871	Y43F4B.5	1	1	1	14	C	22	0	U
5063	Y45F10A.2	Member of the pumilio repeat protein family	4	13219401	Y45F10A.2	1	1	1	14	C	23	0	U
5064	Y45F10B.13	Putative ortholog of C. elegans F52G2.4 gene product	4	13267815	Y45F10B.13	1	1	1	14	C	24	0	U
5065	Y45F10B.9	Protein containing a C3HC4-type [RING finger] zinc finger domain; identical to C. elegans Y45F10B.8	4	13305855	Y45F10B.9	1	1	1	14	D	1	0	U
5066	Y45F10C.3	Member of a protein family	4	13374373	Y45F10C.3	1	1	1	14	D	2	0	U
5067	Y45F10D.1	Member of the Tc3 Transposase protein family	4	13518077	Y45F10D.1	1	1	1	14	D	3	2	U
5068	Y45F10D.3	Member of the glycosyl transferase protein family	4	13481403	Y45F10D.3	1	1	1	14	D	4	0	U
5069	Y48E1B.4	Protein of unknown function	2	13373064	Y48E1B.4	1	1	1	14	D	5	0	U
5070	F44C4.2	Member of the nuclear hormone receptor/Zinc finger protein family	5	6608761	F44C4.2	1	1	1	14	D	6	0	U
5071	F44C4.4	"Strong similarity to lin-15B, negative regulator of a tyrosine kinase signaling pathway"	5	6593960	F44C4.4	1	1	1	14	D	7	0	U
5072	F44C8.1	Member of the P450 heme-thiolate protein family	5	2201750	F44C8.1	1	1	1	14	D	8	0	U
5073	F44C8.2	Member of the nuclear hormone receptor/Zinc finger protein family	5	2196814	F44C8.2	1	1	1	14	D	9	0	U
5074	F44C8.3	Member of the nuclear hormone receptor/Zinc finger protein family	5	2192774	F44C8.3/(nhr-18)	1	1	1	14	D	10	0	U
5075	F44C8.4	Member of the nuclear hormone receptor/Zinc finger protein family	5	2191001	F44C8.4	1	1	1	14	D	11	0	U
5076	F44C8.6	Member of the nuclear hormone receptor/Zinc finger protein family	5	2184706	nhr-56/F44C8.6	1	1	1	14	D	12	0	U
5077	F44C8.8	Member of the nuclear hormone receptor/Zinc finger protein family	5	2176119	F44C8.8	1	1	1	14	D	13	0	U
5078	F44C8.9	Member of the nuclear hormone receptor/Zinc finger protein family	5	2178504	F44C8.9	1	1	1	14	D	14	0	U
5079	F44C8.10	Member of the nuclear hormone receptor/Zinc finger protein family	5	2194652	nhr-18/F44C8.10	1	1	1	14	D	15	1	U
5080	F44E2.2	Putative paralog of C. elegans F54G2.2 gene product	3	8294067	F44E2.2	1	1	1	14	D	16	0	U
5081	F44E2.4	Member of the low-density lipoprotein receptor domain class A protein family	3	8269944	F44E2.4	1	1	1	14	D	17	2	U
5082	F44E2.7	"Member of the zinc finger, C2H2 type protein family"	3	8286353	F44E2.7	1	1	1	14	D	18	2	U
5083	F44E2.8	Protein with moderate similarity to C. elegans F40F8.5 and C23G10.8	3	8289052	F44E2.8	1	1	1	14	D	19	0	U
5084	F44E7.2	"Protein with strong similarity to S. cerevisiae 4-nitrophenylphosphatase Pho13p, putative paralog of C. elegans K09H11.7 and C53A3.2"	5	5713120	F44E7.2	1	1	1	14	D	20	2	U
5085	F44E7.4	Member of the peptidase protein family	5	5715660	F44E7.4	1	1	1	14	D	21	0	U
5086	F44E7.5	Protein of unknown function	5	5721686	F44E7.5	1	1	1	14	D	22	0	U
5087	F44E7.6	Member of an uncharacterized protein family	5	5723978	F44E7.6	1	1	1	14	D	23	0	U
5088	F44E8.1	Member of the reverse transcriptase protein family	4	5680661	F44E8.1	1	1	1	14	D	24	0	U
5089	F44F1.3	Member of the calpain protease protein family	1	12443201	F44F1.3	1	1	1	14	E	1	0	U
5090	F44F4.4	Member of an uncharacterized protein family	2	10880747	F44F4.4	1	1	1	14	E	2	0	U
5091	F44F4.10	Member of an uncharacterized protein family	2	10907397	F44F4.10	1	1	1	14	E	3	2	U
5092	F44G3.5	"Protein of unknown function, has strong similarity to C. elegans T26E4.6"	5	16037173	F44G3.5	1	1	1	14	E	4	2	U
5093	F44G3.8	Member of an uncharacterized protein family	5	16050044	F44G3.8	1	1	1	14	E	5	0	U
5094	F44G4.4	"Protein with strong similarity to D. melanogaster TBPH and human Hs.193989, a TAR RNA-binding protein"	2	8989295	F44G4.4	1	1	1	14	E	6	0	U
5095	F44G4.8	Member of the protein phosphatase (tyrosine) protein family	2	8997632	F44G4.8	1	1	1	14	E	7	0	U
5096	F45C12.1	Member of an uncharacterized protein family	2	1719146	F45C12.1	1	1	1	14	E	8	0	U
5097	F45C12.2	Protein of unknown function	2	1712346	F45C12.2	1	1	1	14	E	9	1	U
5098	F45C12.3	Protein with weak similarity to C. elegans cec-1 (Member of the 'chromo' (CHRromatin Organization MOdifier) Domain protein family)	2	1710473	F45C12.3	1	1	1	14	E	10	0	U
5099	F45C12.5	"Protein of unknown function, putative paralog of C. elegans T08E11.6"	2	1704730	F45C12.5	1	1	1	14	E	11	0	U
5100	F45C12.6	Member of the BTB/POZ domain protein family	2	1702853	F45C12.6	1	1	1	14	E	12	0	U
5101	F45C12.7	Member of the BTB/POZ domain protein family	2	1695399	F45C12.7	1	1	1	14	E	13	0	U
5102	F45C12.8	Member of an uncharacterized protein family	2	1690308	F45C12.8	1	1	1	14	E	14	0	U
5103	F45C12.12	Member of the BTB/POZ domain protein family	2	1693328	F45C12.12	1	1	1	14	E	15	0	U
5104	F45C12.13	Member of an uncharacterized protein family	2	1698245	F45C12.13	1	1	1	14	E	16	0	U
5105	F45C12.14	"Protein of unknown function, has weak similarity to C. elegans T26H2.3"	2	1699564	F45C12.14	1	1	1	14	E	17	0	U
5106	F45C12.15	"Homeodomain transcription factor, has weak similarity to C. elegans ZC204.2"	2	1713924	F45C12.15	1	1	1	14	E	18	0	U
5107	F45C12.16	Member of an uncharacterized protein family	2	1716936	F45C12.16	1	1	1	14	E	19	0	U
5108	F45D3.2	Protein of unknown function	5	12490136	F45D3.2	1	1	1	14	E	20	0	U
5109	F45E4.3	"Protein contains a putative protein kinase C conserved domain, has similarity to human Hs.153610, mRNA for KIAA0751 protein, isolated from a brain cDNA library"	4	7258533	F45E4.3	1	1	1	14	E	21	2	U
5110	F45E4.4	"Protein of unknown function, has moderate similarity to C. elegans Y2C2_202.A"	4	7244119	F45E4.4	1	1	1	14	E	22	0	U
5111	F45E4.6	Protein of unknown function	4	7268409	F45E4.6	1	1	1	14	E	23	0	U
5112	F45E4.7	"Protein with weak similarity to neutral endopeptidases, has weak similarity across the middle region to human PEX, a metalloendopeptidase homolog, and to members of the C. elegans protease protein family"	4	7273431	F45E4.7	1	1	1	14	E	24	0	U
5113	F45E4.10	Protein of unknown function	4	7284057	F45E4.10	1	1	1	14	F	1	0	U
5114	F45E4.11	Protein with similarity to human and D. melanogaster sodium-dependent inorganic phosphate cotransporters	4	7289148	F45E4.11	1	1	1	14	F	2	0	U
5115	F45E6.2	"Protein of unknown function, has moderate similarity to H. sapiens Hs.171873/ATF6 gene product"	X	12226440	F45E6.2	1	1	1	14	F	3	0	U
5116	F45E10.1	Protein with weak similarity to H. sapiens Hs.14894 (H.sapiens mRNA for TGN46 protein)	2	11049796	F45E10.1	1	1	1	14	F	4	0	U
5117	F45E12.2	Putative general transcription factor (TFIIIB ) of RNA polymerase III	2	7295651	F45E12.2/BRF	1	1	1	14	F	5	0	U
5118	F45E12.3	Member of the cullin family of cell cycle control proteins	2	7292047	cul-4/F45E12.3	1	1	1	14	F	6	0	U
5119	F45G2.2	"Putative myosin heavy chain, has strong similarity to human MYH6 protein, cardiac alpha myosin heavy chain protein"	3	12629435	F45G2.2	1	1	1	14	F	7	0	U
5120	F45G2.4	"Protein with strong similarity to human Hs.10326, an epsilon COP that mediates transport between endoplasmic reticulum and the Golgi complex"	3	12645846	F45G2.4	1	1	1	14	F	8	2	U
5121	F45H7.4	Serine/threonine protein kinase with similarity to human PIM1 proto-oncogene	3	2802245	prk-2/F45H7.4	1	1	1	14	F	9	2	U
5122	F45H11.3	Protein of unknown function	1	9687026	F45H11.3	1	1	1	14	F	10	0	U
5123	F45H11.4	"Putative metabotropic glutamate receptor, has strong similarity to H. sapiens GRM1 gene product (glutamate receptor, metabotropic 1)"	1	9695355	F45H11.4	1	1	1	14	F	11	0	U
5124	F46B6.6	Putative mitochondrial translation initiation factor 2	5	9732395	F46B6.6	1	1	1	14	F	12	0	U
5125	F46B6.7	Protein of unknown function	5	9736567	F46B6.7	1	1	1	14	F	13	0	U
5126	F46B6.8	Member of the lipase A-like protein family	5	9740641	F46B6.8	1	1	1	14	F	14	0	U
5127	F46B6.11	"G-protein coupled receptor, member of unnamed subfamily with distant homology to SRG subfamily, no homolog found in human or D. melanogaster"	5	9752529	F46B6.11	1	1	1	14	F	15	2	U
