^PLATFORM = GPL13
!Platform_title = MSU-1
!Platform_geo_accession = GPL13
!Platform_status = Public on Jul 20 2001
!Platform_submission_date = Jul 20 2001
!Platform_last_update_date = May 26 2005
!Platform_technology = spotted DNA/cDNA
!Platform_distribution = non-commercial
!Platform_organism = Arabidopsis thaliana
!Platform_taxid = 3702
!Platform_description = Tip Configuration: Standard 1-tip
!Platform_description = Columns per Sector: 1
!Platform_description = Rows per Sector: 1
!Platform_description = Column Spacing: 1.1
!Platform_description = Row Spacing: 1.1
!Platform_description = Microarray containing 11,521 Arabidopsis expressed sequence tags, representing an estimated 7800 unique genes.
!Platform_pubmed_id = 11158533
!Platform_contributor = R,,Schaffer
!Platform_contributor = J,,Landgraf
!Platform_contributor = M,,Accerbi
!Platform_contributor = V,,Simon
!Platform_contributor = M,,Larson
!Platform_contributor = E,,Wisman
!Platform_contact_name = ,,Stanford Microarray Database
!Platform_contact_email = array@genome.stanford.edu
!Platform_contact_phone = 650-498-6012
!Platform_contact_department = Stanford University, School of Medicine
!Platform_contact_institute = Stanford Microarray Database (SMD)
!Platform_contact_address = 300 Pasteur Drive
!Platform_contact_city = Stanford
!Platform_contact_state = CA
!Platform_contact_zip/postal_code = 94305
!Platform_contact_country = USA
!Platform_contact_web_link = http://genome-www5.stanford.edu/
!Platform_sample_id = GSM423
!Platform_sample_id = GSM424
!Platform_sample_id = GSM425
!Platform_sample_id = GSM426
!Platform_sample_id = GSM427
!Platform_sample_id = GSM428
!Platform_sample_id = GSM429
!Platform_sample_id = GSM430
!Platform_sample_id = GSM431
!Platform_sample_id = GSM432
!Platform_sample_id = GSM433
!Platform_sample_id = GSM434
!Platform_sample_id = GSM435
!Platform_series_id = GSE4
!Platform_data_row_count = 12800
#ID = 
#NAME = name of spot
#CLONE_ID = clone identifier
#SPOT_ID = Spot identifier
#Description = description of spot
#GB_ACC = GenBank accession LINK_PRE:"http://www.ncbi.nlm.nih.gov/nuccore/?term="
#Gene Info = information about the gene represented by the sequence in the spot/feature
#SECTOR = spot sector grid coordinate
#SECTORROW = spot row grid coordinate
#SECTORCOL = spot column grid coordinate
#SOURCE = source of clone
#PLATE = clone plate identifier
#PROW = clone plate row
#PCOL = clone plate column
#FAILED = 
#IS_VERIFIED = 
#IS_CONTAMINATED = 
!platform_table_begin
ID	NAME	CLONE_ID	SPOT_ID	Description	GB_ACC	Gene Info	SECTOR	SECTORROW	SECTORCOL	SOURCE	PLATE	PROW	PCOL	FAILED	IS_VERIFIED	IS_CONTAMINATED
6219	39969	139E21XP			AA404775		1	1	1	MSU:384(17D3)	17	D	3	0	N	U
6220	39970	149C23T7			AA720133	VACUOLAR ATP SYNTHASE SUBUNIT AC39 (V-ATPASE AC39 SUBUNIT) (41 KD ACCESSORY PROTEIN) (DVA41)	1	1	1	MSU:384(17D4)	17	D	4	0	N	U
6221	39971	158F3XP			AA394727	Strong similarity to gb|Z50851 HD-zip (athb-8) gene from Arabidopsis thaliana containing Homeobox PF|00046 and bZIP PF|00170 domains. [Arabidopsis thaliana]	1	1	1	MSU:384(17D5)	17	D	5	0	N	U
6222	39972	158K17T7			R84151	(AC005560) putative auxin transport protein [Arabidopsis thaliana]	1	1	1	MSU:384(17D6)	17	D	6	0	N	U
6223	39973	132D1T7			AA728615	60S RIBOSOMAL PROTEIN L39	1	1	1	MSU:384(17D7)	17	D	7	0	N	U
6224	39974	140I10T7			T76042	(AC002337) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(17D8)	17	D	8	0	N	U
6225	39975	141I7T7			AA720068	60S RIBOSOMAL PROTEIN L18	1	1	1	MSU:384(17D9)	17	D	9	0	N	U
6226	39976	152A17T7			T76458	(AC007660) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(17D10)	17	D	10	0	N	U
6227	39977	159O2T7			R30351		1	1	1	MSU:384(17D11)	17	D	11	0	N	U
6228	39978	160D14T7			AA720177	T7N9.21 [Arabidopsis thaliana]	1	1	1	MSU:384(17D12)	17	D	12	0	N	U
6229	39979	134C20T7			T45555	(AL080254) reticuline oxidase-like protein [Arabidopsis thaliana]	1	1	1	MSU:384(17D13)	17	D	13	0	N	U
6230	39980	143C5T7			T46775	(AC004165) putative mitochondrial carrier protein [Arabidopsis thaliana]	1	1	1	MSU:384(17D14)	17	D	14	0	N	U
6231	39981	143N6XP			AA404857	Unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(17D15)	17	D	15	0	N	U
6232	39982	154E22T7			T76895	contains similarity to the N terminal domain of the E1 protein (Pfam: E1_N.hmm, score: 12.36) [Arabidopsis thaliana]	1	1	1	MSU:384(17D16)	17	D	16	0	N	U
6233	39983	161J14T7			R30379	(AB008097) cytochrome P450 [Arabidopsis thaliana]	1	1	1	MSU:384(17D17)	17	D	17	0	N	U
6234	39984	162B19T7			AA720253		1	1	1	MSU:384(17D18)	17	D	18	0	N	U
6235	39985	136E1T7			T45961	ALANINE AMINOTRANSFERASE 2 (GPT) (GLUTAMIC--PYRUVIC TRANSAMINASE 2) (GLUTAMIC--ALANINE TRANSAMINASE 2) (ALAAT-2)	1	1	1	MSU:384(17D19)	17	D	19	0	N	U
6236	39986	145J18T7			T46836	(AB025187) cytochrome c oxidase subunit 6b-1 [Oryza sativa]	1	1	1	MSU:384(17D20)	17	D	20	0	N	U
6237	39987	146N14T7			T76338		1	1	1	MSU:384(17D21)	17	D	21	0	N	U
6238	39988	156J8XP			AA394673		1	1	1	MSU:384(17D22)	17	D	22	0	N	U
6239	39989	162L1T7			R30451	(AJ225059) v-ATPase subunit D [Arabidopsis thaliana]	1	1	1	MSU:384(17D23)	17	D	23	0	N	U
6240	39990	162O18T7			R29941		1	1	1	MSU:384(17D24)	17	D	24	0	N	U
6241	39991	164D12T7			R30023	(D90916) oligopeptidase A [Synechocystis sp.]	1	1	1	MSU:384(17E1)	17	E	1	0	N	U
6242	39992	170L8XP			AA651089	(AC002343) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(17E2)	17	E	2	0	N	U
6243	39993	171C15T7			R65448	(AJ131049) hypothetical protein [Cicer arietinum]	1	1	1	MSU:384(17E3)	17	E	3	0	N	U
6244	39994	174O6T7			H36566		1	1	1	MSU:384(17E4)	17	E	4	0	N	U
6245	39995	178F22T7			H36750		1	1	1	MSU:384(17E5)	17	E	5	0	N	U
6246	39996	178M8T7			H36796	ribosomal protein L23a [Arabidopsis thaliana]	1	1	1	MSU:384(17E6)	17	E	6	0	N	U
6247	39997	165P5T7			AA720319	(AC005662) calmodulin-like protein [Arabidopsis thaliana]	1	1	1	MSU:384(17E7)	17	E	7	0	N	U
6248	39998	171P12T7			AA720344	(Z97343) SCARECROW like protein [Arabidopsis thaliana]	1	1	1	MSU:384(17E8)	17	E	8	0	N	U
6249	39999	172D5T7			H35974		1	1	1	MSU:384(17E9)	17	E	9	0	N	U
6250	40000	175K24T7			H36611	(AC002561) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(17E10)	17	E	10	0	N	U
6251	40001	179J7T7			H37306	(AL035678) putative protein [Arabidopsis thaliana]	1	1	1	MSU:384(17E11)	17	E	11	0	N	U
6252	40002	179M14XP			AA651294		1	1	1	MSU:384(17E12)	17	E	12	0	N	U
6253	40003	168A18T7			R65231		1	1	1	MSU:384(17E13)	17	E	13	0	N	U
6254	40004	172K11XP			AA651149	(AC002354) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(17E14)	17	E	14	0	N	U
6255	40005	172M15T7			H36028	(U78721) putative protein phosphatase 2C [Arabidopsis thaliana]	1	1	1	MSU:384(17E15)	17	E	15	0	N	U
6256	40006	176K14T7			H36658		1	1	1	MSU:384(17E16)	17	E	16	0	N	U
6257	40007	180H6T7			H37374		1	1	1	MSU:384(17E17)	17	E	17	0	N	U
6258	40008	180M12T7			H37384		1	1	1	MSU:384(17E18)	17	E	18	0	N	U
6259	40009	169M15XP			AA651063		1	1	1	MSU:384(17E19)	17	E	19	0	N	U
6260	40010	173J4T7			H36488		1	1	1	MSU:384(17E20)	17	E	20	0	N	U
6261	40011	174C7T7			AA712570		1	1	1	MSU:384(17E21)	17	E	21	0	N	U
6262	40012	177N10T7			AA712620		1	1	1	MSU:384(17E22)	17	E	22	0	N	U
6263	40013	181G8T7			H37433	(AC005170) putative cinnamoyl CoA reductase [Arabidopsis thaliana]	1	1	1	MSU:384(17E23)	17	E	23	0	N	U
6264	40014	181J3T7			AA712235	(AC005171) putative retroelement pol polyprotein [Arabidopsis thaliana]	1	1	1	MSU:384(17E24)	17	E	24	0	N	U
6265	40015	182G6XP			AA651380		1	1	1	MSU:384(17F1)	17	F	1	0	N	U
6266	40016	187H7XP			AA605408		1	1	1	MSU:384(17F2)	17	F	2	0	N	U
6267	40017	188E6T7			R90051		1	1	1	MSU:384(17F3)	17	F	3	0	N	U
6268	40018	194I3XP			AA651490		1	1	1	MSU:384(17F4)	17	F	4	0	N	U
6269	40019	199F21T7			H76275	HIGH-AFFINITY CATIONIC AMINO ACID TRANSPORTER-1 (CAT-1) (CAT1) (SYSTEM Y+ BASIC AMINO ACID TRANSPORTER) (ECOTROPIC RETROVIRAL LEUKEMIA RECEPTOR) (ERR) (ECOTROPIC RETROVIRUS RECEPTOR)	1	1	1	MSU:384(17F5)	17	F	5	0	N	U
6270	40020	199K1T7			H76297	(AC006072) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(17F6)	17	F	6	0	N	U
6271	40021	184C22XP			AA651413		1	1	1	MSU:384(17F7)	17	F	7	0	N	U
6272	40022	189N22T7			AA712328		1	1	1	MSU:384(17F8)	17	F	8	0	N	U
6273	40023	190I21T7			AA712337		1	1	1	MSU:384(17F9)	17	F	9	0	N	U
6274	40024	196C3T7			AA597354		1	1	1	MSU:384(17F10)	17	F	10	0	N	U
6275	40025	200K24T7			H76663	(AC004482) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(17F11)	17	F	11	0	N	U
6276	40026	201E9T7			H76695	(Z83833) UDP-glucose:sterol glucosyltransferase [Arabidopsis thaliana]	1	1	1	MSU:384(17F12)	17	F	12	0	N	U
6277	40027	185G20T7			AA712273		1	1	1	MSU:384(17F13)	17	F	13	0	N	U
6278	40028	191I13T7			R90211		1	1	1	MSU:384(17F14)	17	F	14	0	N	U
6279	40029	191O18T7			R90246	(AL035656) splicing factor-like protein [Arabidopsis thaliana]	1	1	1	MSU:384(17F15)	17	F	15	0	N	U
6280	40030	197H15T7			AA597403	(AC000104) Strong similarity to Arabidopsis 2A6 (gb|X83096). [Arabidopsis thaliana]	1	1	1	MSU:384(17F16)	17	F	16	0	N	U
6281	40031	201M5T7			H76722	(AL021633) predicted protein [Arabidopsis thaliana]	1	1	1	MSU:384(17F17)	17	F	17	0	N	U
6282	40032	202F23T7			AA597601		1	1	1	MSU:384(17F18)	17	F	18	0	N	U
6283	40033	186F23XP			AA605384		1	1	1	MSU:384(17F19)	17	F	19	0	N	U
6284	40034	192K22XP			AA651450	(AC007138) putative polygalacturonidase [Arabidopsis thaliana]	1	1	1	MSU:384(17F20)	17	F	20	0	N	U
6285	40035	193A6T7			H76330		1	1	1	MSU:384(17F21)	17	F	21	0	N	U
6286	40036	198D19T7			AA597428		1	1	1	MSU:384(17F22)	17	F	22	0	N	U
6287	40037	202M14T7			H77049		1	1	1	MSU:384(17F23)	17	F	23	0	N	U
6288	40038	203E16T7			H77098	60S RIBOSOMAL PROTEIN L6 (YL16-LIKE)	1	1	1	MSU:384(17F24)	17	F	24	0	N	U
6289	40039	204B15XP			AA605524	(AL035602) putative protein (fragment) [Arabidopsis thaliana]	1	1	1	MSU:384(17G1)	17	G	1	0	N	U
6290	40040	209N9T7			AA597695	Similar to E. coli sulfurtransferase (rhodanese) gb|AE00338.  ESTs gb|T03984, gb|T03983 and gb|W43228 come from this gene. [Arabidopsis thaliana]	1	1	1	MSU:384(17G2)	17	G	2	0	N	U
6291	40041	210I14T7			N37786		1	1	1	MSU:384(17G3)	17	G	3	0	N	U
6292	40042	220B13T7			N38555		1	1	1	MSU:384(17G4)	17	G	4	0	N	U
6293	40043	225M8T7			AA713032	(AJ005902) vag2 [Arabidopsis thaliana]	1	1	1	MSU:384(17G5)	17	G	5	0	N	U
6294	40044	226M16T7			N65082	(AC006340) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(17G6)	17	G	6	0	N	U
6295	40045	205G23T7			H77233	(AC002337) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(17G7)	17	G	7	0	N	U
6296	40046	211M21T7			N37847	(AC005560) hypothetical protein [Arabidopsis thaliana]	1	1	1	MSU:384(17G8)	17	G	8	0	N	U
6297	40047	212M4T7			N37973	(Z97339) indole-3-acetate beta-glucosyltransferase like protein [Arabidopsis thaliana]	1	1	1	MSU:384(17G9)	17	G	9	0	N	U
6298	40048	221E6T7			N38235		1	1	1	MSU:384(17G10)	17	G	10	0	N	U
6299	40049	229E4T7			AA713041		1	1	1	MSU:384(17G11)	17	G	11	0	N	U
6300	40050	230G6T7			N65713	(AC005314) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(17G12)	17	G	12	0	N	U
6301	40051	206K16T7			N37570	(AC004521) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(17G13)	17	G	13	0	N	U
6302	40052	214C18T7			N37968	Lycopene beta cyclase [Arabidopsis thaliana]	1	1	1	MSU:384(17G14)	17	G	14	0	N	U
6303	40053	214I21T7			N37975	Similar to acyl carrier protein, mitochondrial precursor (ACP) NADH-ubiquinone oxidoreductase 9.6 KD subunit (MYACP-1), gb|L23574 from A. thaliana.  ESTs gb|Z30712, gb|Z30713, gb|Z26204, gb|N37975 and gb|N96330 come from this gene...	1	1	1	MSU:384(17G15)	17	G	15	0	N	U
6304	40054	222K24T7			N38718	Contains similarity to protein-tyrosine phosphatase 2 gb|L15420 from Dictyostelium discoideum.  EST gb|N38718 comes from this g [Arabidopsis thaliana]	1	1	1	MSU:384(17G16)	17	G	16	0	N	U
6305	40055	237H12T7			N65580	HYPOTHETICAL 44.3 KD PROTEIN IN NFRB-PHEP INTERGENIC REGION PRECURSOR	1	1	1	MSU:384(17G17)	17	G	17	0	N	U
6306	40056	240E22T7			N65856	laminin receptor-like protein [Brassica napus]	1	1	1	MSU:384(17G18)	17	G	18	0	N	U
6307	40057	208B22T7			N37671	(AJ224982) MAP3K epsilon protein kinase [Arabidopsis thaliana]	1	1	1	MSU:384(17G19)	17	G	19	0	N	U
6308	40058	217O4T7			N38079		1	1	1	MSU:384(17G20)	17	G	20	0	N	U
6309	40059	218F11T7			N38472		1	1	1	MSU:384(17G21)	17	G	21	0	N	U
6310	40060	224E17T7			N65259		1	1	1	MSU:384(17G22)	17	G	22	0	N	U
6311	40061	240P20T7			N65668		1	1	1	MSU:384(17G23)	17	G	23	0	N	U
6312	40062	241D9T7			N97283	coded for by C. elegans cDNA CEESN26F; coded for by C. elegans cDNA CEESI89F;  similar to 60S acidic ribosomal protein Po (L10) [Caenorhabditis elegans]	1	1	1	MSU:384(17G24)	17	G	24	0	N	U
6313	40063	242K8T7			N97009	(AJ010830) GRAB2 protein [Triticum sp.]	1	1	1	MSU:384(17H1)	17	H	1	0	N	U
6314	40064	251A18T7			AA042560		1	1	1	MSU:384(17H2)	17	H	2	0	N	U
6315	40065	251D10T7			AA042570	Similar to ribosomal protein L17 gb|X62724 from Hordeum vulgare.  ESTs gb|Z34728, gb|F19974, gb|T75677 and gb|Z33937 come from this gene. [Arabidopsis thaliana]	1	1	1	MSU:384(17H3)	17	H	3	0	N	U
6316	40066	288G4T7			AA650860		1	1	1	MSU:384(17H4)	17	H	4	0	N	U
6317	40067	310E12T7			AA394835		1	1	1	MSU:384(17H5)	17	H	5	0	N	U
6318	40068	312B6T7			AA394782		1	1	1	MSU:384(17H6)	17	H	6	0	N	U
6319	40069	245K7T7			AA713205	(Z99708) ubiquitin--protein ligase-like protein [Arabidopsis thaliana]	1	1	1	MSU:384(17H7)	17	H	7	0	N	U
6320	40070	251O11T7			AA605341	(AF149413) contains similarity to arabinosidase [Arabidopsis thaliana]	1	1	1	MSU:384(17H8)	17	H	8	0	N	U
6321	40071	270G1T7			AA651519	F25O1.15 [Arabidopsis thaliana]	1	1	1	MSU:384(17H9)	17	H	9	0	N	U
6322	40072	294B8T7			AA395831	biotin carboxyl carrier protein (clone BP6) - rape	1	1	1	MSU:384(17H10)	17	H	10	0	N	U
6323	40073	314D9T7			AA394898	(AC007071) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(17H11)	17	H	11	0	N	U
6324	40074	314G3T7			AA394903		1	1	1	MSU:384(17H12)	17	H	12	0	N	U
6325	40075	247E8T7			AA597889	60S RIBOSOMAL PROTEIN L37	1	1	1	MSU:384(17H13)	17	H	13	0	N	U
6326	40076	275C5T7			AA651600		1	1	1	MSU:384(17H14)	17	H	14	0	N	U
6327	40077	277F12T7			AA650673		1	1	1	MSU:384(17H15)	17	H	15	0	N	U
6328	40078	304F1T7			AA395919	(AC004684) putative expansin [Arabidopsis thaliana]	1	1	1	MSU:384(17H16)	17	H	16	0	N	U
6329	40079	316H11T7			AA394926		1	1	1	MSU:384(17H17)	17	H	17	0	N	U
6330	40080	318C12T7			AA394982	(AC005850) PSI type III chlorophyll a/b-binding protein [Arabidopsis thaliana]	1	1	1	MSU:384(17H18)	17	H	18	0	N	U
6331	40081	249F9T7			W43281	(AC004138) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(17H19)	17	H	19	0	N	U
6332	40082	281F8T7			AA650749	(AC005819) putative auxin-regulated protein [Arabidopsis thaliana]	1	1	1	MSU:384(17H20)	17	H	20	0	N	U
6333	40083	283B7T7			AA650782	(AC002338) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(17H21)	17	H	21	0	N	U
6334	40084	308B7T7			AA394406		1	1	1	MSU:384(17H22)	17	H	22	0	N	U
6335	40085	23E10T7			T04708	Unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(17H23)	17	H	23	0	N	U
6336	40086	32E12T7			T04211		1	1	1	MSU:384(17H24)	17	H	24	0	N	U
6337	40087	E7A9T7			AA042154	alpha-amylase [Solanum tuberosum]	1	1	1	MSU:384(17I1)	17	I	1	0	N	U
6338	40088	F3B9T7			N95924	(AJ005813) neoxanthin cleavage enzyme [Arabidopsis thaliana]	1	1	1	MSU:384(17I2)	17	I	2	0	N	U
6339	40089	F3G4T7			N95966	(AC004521) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(17I3)	17	I	3	0	N	U
6340	40090	G7G10T7			N96276		1	1	1	MSU:384(17I4)	17	I	4	0	N	U
6341	40091	H8F7T7			AA042394	(AC006300) putative glucose regulated repressor protein [Arabidopsis thaliana]	1	1	1	MSU:384(17I5)	17	I	5	0	N	U
6342	40092	H9G6T7			AA042489		1	1	1	MSU:384(17I6)	17	I	6	0	N	U
6343	40093	E8G4T7			AA042776	60S RIBOSOMAL PROTEIN L27	1	1	1	MSU:384(17I7)	17	I	7	0	N	U
6344	40094	F6G9T7			N96568		1	1	1	MSU:384(17I8)	17	I	8	0	N	U
6345	40095	F7G10T7			N96011	(AL080254) reticuline oxidase-like protein [Arabidopsis thaliana]	1	1	1	MSU:384(17I9)	17	I	9	0	N	U
6346	40096	G10B12T7			N96166	(AF036301) scarecrow-like 3 [Arabidopsis thaliana]	1	1	1	MSU:384(17I10)	17	I	10	0	N	U
6347	40097	K1F4RP			AA728412	ethylene-insensitive3 [Arabidopsis thaliana]	1	1	1	MSU:384(17I11)	17	I	11	0	N	U
6348	40098	K3A4T7			AA728492	(AC004667) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(17I12)	17	I	12	0	N	U
6349	40099	E10F10T7			AA040984	G6p [Arabidopsis thaliana]	1	1	1	MSU:384(17I13)	17	I	13	0	N	U
6350	40100	G1B10T7			N96064	(AC006340) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(17I14)	17	I	14	0	N	U
6351	40101	G1H11T7			N96120	proline iminopeptidase [Arabidopsis thaliana]	1	1	1	MSU:384(17I15)	17	I	15	0	N	U
6352	40102	H1B11T7			N95878	Unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(17I16)	17	I	16	0	N	U
6353	40103	K6A9TP			AA728721	(AC006418) unknown protein [Arabidopsis thaliana]	1	1	1	MSU:384(17I17)	17	I	17	0	N	U
6354	40104	E1D5T7			AA041083	ELONGATION FACTOR G, CHLOROPLAST PRECURSOR (EF-G)	1	1	1	MSU:384(17I18)	17	I	18	0	N	U
6355	40105	E12G4T7			AA042683	No definition line found [Arabidopsis thaliana]	1	1	1	MSU:384(17I19)	17	I	19	0	N	U
6356	40106	G3D1T7			N96730	Contains homology to serine/threonine protein kinase gb|X99618 from Mycobacterium tuberculosis.  ESTs gb|F14403, gb|F14404, and gb|N96730 come from this gene. [Arabidopsis thaliana]	1	1	1	MSU:384(17I20)	17	I	20	0	N	U
6357	40107	G4D3T7			N96769		1	1	1	MSU:384(17I21)	17	I	21	0	N	U
6358	40108	H4C8T7			W43721	(AL022537) putative protein [Arabidopsis thaliana]	1	1	1	MSU:384(17I22)	17	I	22	0	N	U
6359	40109	E2E8T7			AA040955	Identical to gb|L14814 DNA for tissue-specific acyl carrier protein isoform 2 from A. thaliana.  ESTs gb|AA597351, gb|T41805, gb|H36871, gb|R30210, gb|AA042549, gb|Z47650, gb|H76304 and gb|AA597348 come from this gene. [Arabidopsi...	1	1	1	MSU:384(17I23)	17	I	23	0	N	U
6360	40110	E3E5T7			AA042172		1	1	1	MSU:384(17I24)	17	I	24	0	N	U
6361	EMPTY		EMPTY				1	1	1	MSU:384(17J1)	17	J	1	0	N	U
6362	EMPTY		EMPTY				1	1	1	MSU:384(17J2)	17	J	2	0	N	U
6363	EMPTY		EMPTY				1	1	1	MSU:384(17J3)	17	J	3	0	N	U
6364	EMPTY		EMPTY				1	1	1	MSU:384(17J4)	17	J	4	0	N	U
6365	EMPTY		EMPTY				1	1	1	MSU:384(17J5)	17	J	5	0	N	U
6366	EMPTY		EMPTY				1	1	1	MSU:384(17J6)	17	J	6	0	N	U
6367	EMPTY		EMPTY				1	1	1	MSU:384(17J7)	17	J	7	0	N	U
6368	EMPTY		EMPTY				1	1	1	MSU:384(17J8)	17	J	8	0	N	U
6369	EMPTY		EMPTY				1	1	1	MSU:384(17J9)	17	J	9	0	N	U
6370	EMPTY		EMPTY				1	1	1	MSU:384(17J10)	17	J	10	0	N	U
6371	EMPTY		EMPTY				1	1	1	MSU:384(17J11)	17	J	11	0	N	U
6372	EMPTY		EMPTY				1	1	1	MSU:384(17J12)	17	J	12	0	N	U
6373	EMPTY		EMPTY				1	1	1	MSU:384(17J13)	17	J	13	0	N	U
6374	EMPTY		EMPTY				1	1	1	MSU:384(17J14)	17	J	14	0	N	U
6375	EMPTY		EMPTY				1	1	1	MSU:384(17J15)	17	J	15	0	N	U
6376	EMPTY		EMPTY				1	1	1	MSU:384(17J16)	17	J	16	0	N	U
6377	EMPTY		EMPTY				1	1	1	MSU:384(17J17)	17	J	17	0	N	U
6378	EMPTY		EMPTY				1	1	1	MSU:384(17J18)	17	J	18	0	N	U
6379	EMPTY		EMPTY				1	1	1	MSU:384(17J19)	17	J	19	0	N	U
6380	EMPTY		EMPTY				1	1	1	MSU:384(17J20)	17	J	20	0	N	U
6381	EMPTY		EMPTY				1	1	1	MSU:384(17J21)	17	J	21	0	N	U
6382	EMPTY		EMPTY				1	1	1	MSU:384(17J22)	17	J	22	0	N	U
6383	EMPTY		EMPTY				1	1	1	MSU:384(17J23)	17	J	23	0	N	U
6384	EMPTY		EMPTY				1	1	1	MSU:384(17J24)	17	J	24	0	N	U
6385	EMPTY		EMPTY				1	1	1	MSU:384(17K1)	17	K	1	0	N	U
6386	EMPTY		EMPTY				1	1	1	MSU:384(17K2)	17	K	2	0	N	U
6387	EMPTY		EMPTY				1	1	1	MSU:384(17K3)	17	K	3	0	N	U
6388	EMPTY		EMPTY				1	1	1	MSU:384(17K4)	17	K	4	0	N	U
6389	EMPTY		EMPTY				1	1	1	MSU:384(17K5)	17	K	5	0	N	U
6390	EMPTY		EMPTY				1	1	1	MSU:384(17K6)	17	K	6	0	N	U
6391	EMPTY		EMPTY				1	1	1	MSU:384(17K7)	17	K	7	0	N	U
6392	EMPTY		EMPTY				1	1	1	MSU:384(17K8)	17	K	8	0	N	U
6393	EMPTY		EMPTY				1	1	1	MSU:384(17K9)	17	K	9	0	N	U
6394	EMPTY		EMPTY				1	1	1	MSU:384(17K10)	17	K	10	0	N	U
6395	EMPTY		EMPTY				1	1	1	MSU:384(17K11)	17	K	11	0	N	U
6396	EMPTY		EMPTY				1	1	1	MSU:384(17K12)	17	K	12	0	N	U
6397	EMPTY		EMPTY				1	1	1	MSU:384(17K13)	17	K	13	0	N	U
6398	EMPTY		EMPTY				1	1	1	MSU:384(17K14)	17	K	14	0	N	U
6399	EMPTY		EMPTY				1	1	1	MSU:384(17K15)	17	K	15	0	N	U
6400	EMPTY		EMPTY				1	1	1	MSU:384(17K16)	17	K	16	0	N	U
6401	CONTROL-BRS		CONTROL-BRS				1	1	1	MSU:384(17K17)	17	K	17	0	N	U
6402	40111	34E7T7			T13674	60S RIBOSOMAL PROTEIN L8	1	1	1	MSU:384(17K18)	17	K	18	0	N	U
6403	40112	47C11T7			T14109		1	1	1	MSU:384(17K19)	17	K	19	0	N	U
6404	40113	79A2T7			T20412		1	1	1	MSU:384(17K20)	17	K	20	0	N	U
6405	40114	81B2T7			T20445	(AB001568) phospholipid hydroperoxide glutathione peroxidase-like protein [Arabidopsis thaliana]	1	1	1	MSU:384(17K21)	17	K	21	0	N	U
6406	40115	90O21T7			AA394989		1	1	1	MSU:384(17K22)	17	K	22	0	N	U
6407	40116	38E9XP			AA585978	(AC007232) hypothetical protein [Arabidopsis thaliana]	1	1	1	MSU:384(17K23)	17	K	23	0	N	U
6408	40117	39E7T7			T04383	(AC006053) hypothetical protein [Arabidopsis thaliana]	1	1	1	MSU:384(17K24)	17	K	24	0	N	U
6409	40118	52E10T7			T41579	(AL049660) putative protein [Arabidopsis thaliana]	1	1	1	MSU:384(17L1)	17	L	1	0	N	U
6410	40119	82H8T7			AA067564	(AC005396) putative proline-rich protein [Arabidopsis thaliana]	1	1	1	MSU:384(17L2)	17	L	2	0	N	U
6411	40120	85C8T7			T20497		1	1	1	MSU:384(17L3)	17	L	3	0	N	U
6412	40121	91L1XP			AA586260	COPROPORPHYRINOGEN III OXIDASE PRECURSOR (COPROPORPHYRINOGENASE) (COPROGEN OXIDASE)	1	1	1	MSU:384(17L4)	17	L	4	0	N	U
6413	40122	41C8T7			T13803	GLYCINE-RICH RNA-BINDING PROTEIN 7	1	1	1	MSU:384(17L5)	17	L	5	0	N	U
6414	40123	41F5T7			T13827	(AL035523) PROTEIN TRANSPORT PROTEIN SEC61 GAMMA SUBUNIT-like [Arabidopsis thaliana]	1	1	1	MSU:384(17L6)	17	L	6	0	N	U
6415	40124	66C9T7			T41735	unknown [Arabidopsis thaliana]	1	1	1	MSU:384(17L7)	17	L	7	0	N	U
6416	40125	87C2XP			AA586184	(AL078470) putative protein [Arabidopsis thaliana]	1	1	1	MSU:384(17L8)	17	L	8	0	N	U
6417	40126	88F5XP			AI100421		1	1	1	MSU:384(17L9)	17	L	9	0	N	U
6418	CONTROL-BRS		CONTROL-BRS				1	1	1	MSU:384(17L10)	17	L	10	0	N	U
6419	40127	43E1T7			T13916	(Y14851) DAL1 protein [Arabidopsis thaliana]	1	1	1	MSU:384(17L11)	17	L	11	0	N	U
6420	40128	44G6T7			T13990	ribulose bisphosphate carboxylase/oxygenase activase [Arabidopsis thaliana]	1	1	1	MSU:384(17L12)	17	L	12	0	N	U
